Designed blade                  
  n         V/wR         Btip            V          rpm          rho       mu*1e5       Vsound            h        P(kW)         T(N)       Q(N-m)          eff
----------------------------------------------------------------------------------------------------------------------------------------------------------------
  1  0.15915E-04   25.299      0.10000E-02   2000.0       1.1690       1.7645       338.00      0.50000      0.79776       88.978       3.8090      0.11153E-03
  2  0.14469E-04   25.299      0.10000E-02   2200.0       1.1690       1.7645       338.00      0.50000       1.0612       107.80       4.6064      0.10158E-03
  3  0.13263E-04   25.299      0.10000E-02   2400.0       1.1690       1.7645       338.00      0.50000       1.3776       128.46       5.4811      0.93250E-04
  4  0.12243E-04   25.299      0.10000E-02   2600.0       1.1690       1.7645       338.00      0.50000       1.7518       150.97       6.4341      0.86180E-04
  5  0.11368E-04   25.299      0.10000E-02   2800.0       1.1690       1.7645       338.00      0.50000       2.1892       175.35       7.4660      0.80101E-04
  6  0.10610E-04   25.299      0.10000E-02   3000.0       1.1690       1.7645       338.00      0.50000       2.6948       201.62       8.5779      0.74818E-04
  7  0.99472E-05   25.299      0.10000E-02   3200.0       1.1690       1.7645       338.00      0.50000       3.2742       229.79       9.7708      0.70181E-04
  8  0.93621E-05   25.299      0.10000E-02   3400.0       1.1690       1.7645       338.00      0.50000       3.9328       259.88       11.046      0.66079E-04
  9  0.88419E-05   25.299      0.10000E-02   3600.0       1.1690       1.7645       338.00      0.50000       4.6763       291.91       12.404      0.62423E-04
 10  0.83766E-05   25.299      0.10000E-02   3800.0       1.1690       1.7645       338.00      0.50000       5.5104       325.90       13.847      0.59143E-04
 11  0.79577E-05   25.299      0.10000E-02   4000.0       1.1690       1.7645       338.00      0.50000       6.4411       361.88       15.377      0.56184E-04
 12  0.75788E-05   25.299      0.10000E-02   4200.0       1.1690       1.7645       338.00      0.50000       7.4745       399.88       16.994      0.53499E-04
 13  0.72343E-05   25.299      0.10000E-02   4400.0       1.1690       1.7645       338.00      0.50000       8.6170       439.92       18.701      0.51052E-04
 14  0.69198E-05   25.299      0.10000E-02   4600.0       1.1690       1.7645       338.00      0.50000       9.8752       482.03       20.500      0.48812E-04
 15  0.66315E-05   25.299      0.10000E-02   4800.0       1.1690       1.7645       338.00      0.50000       11.256       526.24       22.393      0.46753E-04
 16  0.63662E-05   25.299      0.10000E-02   5000.0       1.1690       1.7645       338.00      0.50000       12.766       572.60       24.381      0.44853E-04
 17  0.61213E-05   25.299      0.10000E-02   5200.0       1.1690       1.7645       338.00      0.50000       14.413       621.14       26.469      0.43095E-04
 18  0.58946E-05   25.299      0.10000E-02   5400.0       1.1690       1.7645       338.00      0.50000       16.205       671.90       28.657      0.41462E-04
 19  0.56841E-05   25.299      0.10000E-02   5600.0       1.1690       1.7645       338.00      0.50000       18.150       724.93       30.950      0.39941E-04
 20  0.54881E-05   25.299      0.10000E-02   5800.0       1.1690       1.7645       338.00      0.50000       20.257       780.28       33.351      0.38520E-04
 21  0.53052E-05   25.299      0.10000E-02   6000.0       1.1690       1.7645       338.00      0.50000       22.533       838.00       35.863      0.37189E-04
 22  0.51340E-05   25.299      0.10000E-02   6200.0       1.1690       1.7645       338.00      0.50000       24.990       898.16       38.490      0.35940E-04
 23  0.49736E-05   25.299      0.10000E-02   6400.0       1.1690       1.7645       338.00      0.50000       27.639       960.80       41.240      0.34762E-04
 24  0.48229E-05   25.299      0.10000E-02   6600.0       1.1690       1.7645       338.00      0.50000       30.497       1026.0       44.125      0.33642E-04
 25  0.46810E-05   25.299      0.10000E-02   6800.0       1.1690       1.7645       338.00      0.50000       33.587       1093.8       47.167      0.32567E-04
 26  0.45473E-05   25.299      0.10000E-02   7000.0       1.1690       1.7645       338.00      0.50000       36.939       1164.3       50.392      0.31520E-04
 27  0.44210E-05   25.299      0.10000E-02   7200.0       1.1690       1.7645       338.00      0.50000       40.592       1237.5       53.837      0.30487E-04
 28  0.43015E-05   25.299      0.10000E-02   7400.0       1.1690       1.7645       338.00      0.50000       44.596       1313.6       57.549      0.29455E-04
 29  0.41883E-05   25.299      0.10000E-02   7600.0       1.1690       1.7645       338.00      0.50000       49.014       1392.4       61.585      0.28409E-04
 30  0.40809E-05   25.299      0.10000E-02   7800.0       1.1690       1.7645       338.00      0.50000       53.924       1474.2       66.017      0.27338E-04
 31  0.39789E-05   25.299      0.10000E-02   8000.0       1.1690       1.7645       338.00      0.50000       59.422       1558.8       70.930      0.26233E-04
